train_id	name	item_condition_id	category_name	brand_name	price	shipping	item_description
651	Harem joggers	1	Men/Sweats & Hoodies/Track & Sweat Pants		10.0	0	Brand new no tags. These are camo joggers very cute with black skull on front. They are perfect to wear for any occasion! These are unisex men or women. They fit small to large nice stretchy waist band. Army jogging says Camo sweats Army harem pants Harem joggers Harem pants with skull Skull joggers Army joggers Camo joggers
652	6-9 months bundle	3	Kids/Girls 0-24 Mos/Tops & T-Shirts		18.0	1	Girl bundle 6-9 months everything is in good condition 2 dresses 10 pants 1 shirt 3 footed pajamas
653	Fossil vintage renewal purse	5	Women/Women's Handbags/Shoulder Bag	Fossil	36.0	0	No description yet
654	Rose Pink Lace Dress	3	Women/Dresses/Knee-Length	Macy's	15.0	1	This dress is a muted blush pink and was worn twice. No holes,tears, or stains.
655	Juicy Couture Bag good condition	2	Women/Women's Handbags/Messenger & Crossbody	Juicy Couture	7.0	1	No description yet
656	New Philosophy Loveswept Perfume	1	Beauty/Fragrance/Women	Sephora	16.0	0	New without box 2oz
657	Size 7 Black Forever 21 Sandals	3	Women/Shoes/Sandals	FOREVER 21	12.0	0	Black, leather-like strappy sandals. Perfect for the upcoming spring and summer season! These are super cute, they're just a little too big for me. I wore them once to a concert and got a little too lit and they have scuffs on them because of it:( shown in second and third photo. I paid [rm] originally. Plenty of life left!
658	Cricut Bundle For Jackson	1	Kids/Toys/Arts & Crafts		36.0	0	All new in package comes with 10 different embossing folders
659	Nike Dri-Fit Shirt	3	Men/Athletic Apparel/Shirts & Tops	Nike	9.0	0	Comfortable and gently used! Paid [rm] for it!
660	Undefeated T-Shirt	2	Men/Tops/T-shirts	Undefeated	19.0	0	Like new condition Quality material Staple piece
661	ELIMINATE Coffee Breath & REMOVE Stains!	1	Home/Kitchen & Dining/Coffee & Tea Accessories		20.0	1	100% ORGANIC & EFFECTIVE!! *****Kid Safe :) •Our Activated Charcoal and Bentonite Clay toothpaste works to WHITEN teeth, freshen breath, and protect your gums! •[Unfortunately, majority of commercial toothpastes (especially whitening) are filled with dangerous chemicals and toxins that slowly erode our tooth enamel & gums.] Brushing with our paste is an all-natural way to remove stains and discoloration without any bleach or abrasives. It's also effective in preventing cavities and killing the bad bacteria! •Dab your black bristle, biodegradable, BAMBOO toothbrush into jar until you get your preferred amount of paste. Then brush directly onto your teeth. After 3 mins, rinse away the Charcoal & STAINS ;) •Ingredients: Activated Charcoal, Bentonite Clay, Coconut Oil, Sea Salt, Purified Water, Pure Therapeutic Mint Essential Oil, Baking Soda •2oz container. 1 month supply • Single Bamboo Toothbrush
662	Black Volcom tiered tank	3	Women/Tops & Blouses/Tank, Cami	Volcom	14.0	0	This is such a cute tank from Volcom! The straps are adjustable by the tie in the front. So you will get a perfect fit! Two tiers of fabric. Says Volcom in white at the hem. Size small.
663	AlpineStars Jacket	1	Men/Coats & Jackets/Peacoat	Alpinestars	29.0	0	No description yet
664	large fitbit charge 2	1	Sports & Outdoors/Other/Other		10.0	0	[rm] For all four
665	UGG Bailey bow boots size 7	4	Women/Shoes/Boots	UGG Australia	56.0	0	UGG Bailey bow boots size 7 Still has a lot of life in them The bottom sole of the boot is a little worn and the boots has some lite stains please look at the pictures
666	Light Amber 925 SS Plated Ring 10	2	Women/Jewelry/Rings		10.0	1	Stunning Oval Set Light Amber Gemstone 925 Sterling Silver Plated Ring Size 10 -New Without Tags -Free Shipping The more you buy the more you save!! Check out the other items I have for sale... Buy 2 save [rm] Buy 3 save [rm] Buy 4 save [rm] Buy 5 or more save [rm]
667	Too faced better than sex mascara	1	Beauty/Makeup/Eyes	Too Faced	9.0	1	Brand new. I've tried this product before and I know I'm not going to use it so figured I would sell it to someone who wants it.
668	Planes fire and rescue blu ray + DVD	1	Electronics/Media/DVD		10.0	1	No description yet
669	Zip up jacket	2	Women/Sweaters/Full Zip		11.0	0	Never worn hot pink zip up. Super soft and cute.
670	Laura mercia powder	2	Beauty/Makeup/Face		17.0	1	No description yet
671	Thirty One bag/purse	2	Women/Women's Handbags/Shoulder Bag		14.0	0	NWOT Thirty One bag! Super cute and ready to be used!
672	Bundle for Happy	2	Women/Coats & Jackets/Vest	Old Navy	11.0	0	Super Cute Winter Vest by Old Navy Zip up and button up Fluffy Size L Land End Sweater
673	5 MAC primers	1	Beauty/Makeup/Face	MAC	12.0	1	Free shipping 5 MAC prep + prime skin base visage primers. New
674	KENDRA SCOTT ALEX EARRINGS	1	Women/Jewelry/Earrings	Kendra Scott	40.0	1	"AUTHENTIC KENDRA SCOTT ❤️new never used ❤️gold plated finish ❤️navy cats eye stones ❤️dangle about 2"" ❤️retail [rm] ❤️sorry no holds ❤️firm price ❤️free shipping ❤️generally ships within 24 hours ❤️thanks for stopping by"
675	Black booties	2	Women/Shoes/Boots		16.0	0	Used.Size 7.
676	Too Faced skinny Dip London Makeup Bag	1	Women/Women's Handbags/Cosmetic Bags		16.0	1	Free ship! This's a brand new with tag Too Faced Cosmetics x Skinny Dip London limited edition glitter makeup bag Pouch as shown in pictures! Super cute, has Too faced makeup printed and clover the dog printed on it Item sold as shown in pictures! Please refer to pics for details! All sales are final!! PRICES ARE FIRM! Please do not negotiate! NO HOLD at this time! Free shipping is included ! Thank you for looking!
677	Vera Bradley Shower Vines Day Tote	3	Women/Women's Handbags/Totes & Shoppers	Vera Bradley	24.0	1	"Smoke free and dog friendly home. Retired pattern. Tote has a few snags on strap and discoloring on magnetic snap closure. Overall good condition. Faux-leather straps and base trim Inside, three slip pockets Magnetic snap closure Vera Bradley logo plaque Dimensions 11"" W x 13 ¼"" H x 5"" D with 11"" strap drop Care Tips Spot clean"
678	NWT small lularoe sarah	1	Women/Sweaters/Cardigan	LuLaRoe	45.0	1	No description yet
679	Anarkali dress	3	Women/Dresses/Full-Length		39.0	0	Was for prom it fit and looks great still
680	Younique Splash lipstick sentimental	1	Beauty/Makeup/Lips	Younique	25.0	1	Brand new- only taken out of box for photo of color. Sentimental is a matte fresh orchid. Looks gorgeous on.
681	Finding Dory Blanket & Pillow	1	Home/Bedding/Blankets & Throws		17.0	1	"Finding Dory fleece knot blanket with pillow: Approx. size 50"" x 50"". Comes from a smoke-free & pet-free home. Fun & unique!"
682	Free Ship--Men's New Flojos Size 10	1	Men/Shoes/Sandals		15.0	1	Men's new with tags Flojos sandals size 10 color brown ships without the box.
683	NY & Co. Blouse	3	Women/Tops & Blouses/Blouse	New York & Company	8.0	1	Blue navy and silver side tie New York & Company blouse. Only worn a few times still in excellent condition. Size XL. 96% polyester 4% spandex.
684	Splat Pink Fetish Rose Hair Dye	2	Beauty/Hair Care/Hair Color		7.0	0	Full
685	LuLaRoe Kids S/M Leggings 2/pk	1	Kids/Girls 2T-5T/Bottoms		28.0	1	2 pair ok Sharp Color Kids S/M leggings. Colors jump out at you
686	Tippmann Cyclone Hopper FREE SHIPPING	2	Sports & Outdoors/Team Sports/All Other Sports		40.0	1	Genuine Working Tippmann Cyclone feed system with aftermarket soft pedals for less chance of ball breakage. Great condition. Complete assembly with hose and fitting. Guarenteed working, tested and will ship same day. Clean hopper, entire system freshly lubricated. No offer please
687	Baby dress and cardigan set	2	Kids/Girls 0-24 Mos/Other		8.0	0	This is an excellent condition only one once and a cartigan his never been worn. Cute newborn outfit by Carters
688	VS Pink Sandles Bundle	1	Women/Shoes/Sandals	PINK	26.0	0	Brand new with tags Victoria's Secret Pink Lime Green Sandles size med and a pair of knee high socks on size fits all
689	Black booties by Carlos Santana	1	Women/Shoes/Boots		21.0	0	No description yet
690	Mary Kay Clear lip liner	1	Beauty/Makeup/Lips	Mary Kay	8.0	0	Mary Kay's wonderful lasts all day lip liner is great! •COLOR: clear •RETAILS FOR [rm]• **SAVE $ On MARY KAY BY BUNDLING!** msg me for more details!
691	[rm] Lululemon Gift Card	1	Women/Athletic Apparel/Other	Lululemon	80.0	1	No description yet
692	Fabrik Tie Dye Maxi Dress M NWT	1	Women/Skirts/Maxi		10.0	1	Brand NWT never worn, please give her a loving home! Super soft flowy maxi dress with a cool tie dye pattern! V neck and long sleeve but a light light material.
693	CUTE BOOTIES	3	Women/Shoes/Boots	Wet Seal	10.0	0	great booties. They just need new laces. Size 8. Minor flaws see last picture, and some wearing on the heel. Retail [rm]. Black.
694	Affliction shirt	2	Women/Tops & Blouses/T-Shirts	Affliction	21.0	0	Affliction shirt size medium. Worn once. No tear, stains, or piling.
695	Custom Order	1	Beauty/Makeup/Nails		16.0	1	Matte White Marble Press On Nails -20-ct set. -Oval shape. -Doesn't come with glue. -Ready to ship. +Ships within 24-72 hours **PRICE IS FIRM**ALL SALES ARE FINAL**NO RETURN**
696	Nike Hurachi Men Size 8.5	3	Men/Shoes/Athletic	Nike	45.0	1	In good condition, Come with box Receive offer
697	Turtle night lamp	2	Home/Home Décor/Lamps& Accessories		11.0	1	Brand new never used.
698	MK Black iPhone 6 / 6s Wallet Case	1	Electronics/Cell Phones & Accessories/Cases, Covers & Skins		25.0	1	New with box and tags! Includes storage for your ID, cards, and cash! Makes a great gift! Comes with wristlet strap! For iPhone 6 and 6s.
699	Bad Feminist by Roxane Gay	2	Other/Books/Other		10.0	1	"""In these funny and insightful essays, Roxane Gay takes us through the journey of her evolution as a woman of color while also taking readers on a ride through culture of the last few years and commenting on the state of feminism today..."" www.goodreads.com Originally [rm]"
700	Converse	2	Kids/Boys 0-24 Mos/Shoes	Nike	14.0	0	Converse kids
701	Cotton Embroidered Dress Never Worn	2	Women/Dresses/Knee-Length		13.0	0	100% Cotton Beautiful embroidery. Cool and comfortable for going out, covering your swimsuit or sleeping
702	Cheer bow bundle cheetah and white	1	Women/Women's Accessories/Hair Accessories		15.0	1	Cheer bow bundle cheetah and white
703	Vera bradley backpack	3	Women/Women's Handbags/Backpack Style	Vera Bradley	21.0	0	This is a campus back pack 2013! it has a place for computer!
704	Off shoulder top xl	1	Women/Tops & Blouses/Blouse		26.0	0	New never worn. So pretty from a boutique. I bought for 40 will take something close to it. Can be worn with something under or alone. As a bikini cover. Sz xl but this can be work for different sz. Medium, large, xl. Stretchy.
705	Deep Sea Cosmetics Body Butter & Scrub	2	Beauty/Skin Care/Body	Victoria's Secret	32.0	1	Unused + still sealed. Each of these items retails for over [rm]. Dead Sea Body Salt Scrub exfoliates the top layer of dead skin cells, helps circulation and rejuvenates your skin. It's made of natural salts from the Dead Sea suspended in a mix of luxurious aromatic oils. This scrub is gentle and reviving, and it exfoliates the top layer of dead skin cells, helping circulation and reducing cellulite. The abrasive action of the salt fights aging by opening the pores and allowing them to breathe. A vigorous scrub not only softens, stimulates and cleans the skin but also makes it look lighter. The results are visible after first treatment. Nourish and soothe your body with Deep Sea Relaxing Body Butter that combines Shea Butter, Dead Sea minerals and natural oils that soften and revitalize the skin. Shea Butter is unique in its high concentration of Vitamins A and E that is ideal for dry skin, cracked elbows and knees, scars, and dermatitis.
706	NWT L.A Idol Jean's Size 9	1	Women/Jeans/Boot Cut	LA Idol	27.0	1	In love with these jeans but after baby #2, I don't have a chance lol New with tags. Super cute and blingy!!
707	(200) Self Adhesive Thank You Stickers	1	Other/Office supplies/Shipping Supplies		10.0	1	"-Thank You Stickers with Red Heart Print -1""(25mm) Diameter | 200 Adhesive Labels on a Sheet -Great For Envelope Seals, Crafts, Wedding or Birthday Thank you Stationary Eco-friendly Water Based Ink Used For Print -Please Check my other listings for additional quantities!! * (50) [rm] * (100) [rm] * (200) [rm] * (300) [rm] **Comes from a pet and smoke free home!"
708	NIB AVEDA TRIPLE ACCENT IN OLIVE/QUINCE	1	Beauty/Makeup/Eyes	Aveda	10.0	1	New in box, Aveda triple accent in 136 olive/quince from the petal essence line. Eye color is a gorgeous smudgeable olive green and the cheek/lip color is a soft coral orange color. This has never been used or swatched. I purchased an extra and never got around to using it.
709	FREE SHIP BBW Lotion Tahiti Island Dream	2	Beauty/Skin Care/Body	Bath & Body Works	6.0	1	Bottle is still full. Only used once.
710	Vintage GE transistor Radio	3	Vintage & Collectibles/Electronics/Radio	General Electric	18.0	0	Runs great
711	Fairy Tales Lice Prevent Condition Spray	1	Beauty/Hair Care/Conditioners		12.0	0	Brand New Fairy Tales Lice Prevention Conditioning Spray
712	Bare Minerals Ready Face Color Palette	3	Beauty/Makeup/Face	Bare Escentuals	10.0	1	Bare Minerals Ready Face Color Palette in The Good Vibes, authentic, used once, what you see is what you get, as pictured, see photos for usage, sprayed with isopropyl alcohol for disinfection purposes. Shades include: The Pick Me Up The Ocean View True
713	Ralph Lauren pj sleeper boy 3M	1	Kids/Boys 0-24 Mos/One-Pieces	Ralph Lauren	13.0	1	Size 3 months baby boy navy Ralph Lauren Layette sleeper, snap pj. Cuffed hands to protect baby from scratching face. Such soft warm cotton! New Smoke free home!
714	Mary Kay Lipstick- Red Salsa	1	Beauty/Makeup/Lips	Mary Kay	8.0	1	No box
715	USC Cheerleader Outfit 12 months	2	Kids/Girls 0-24 Mos/Dresses		14.0	0	No description yet
716	(36D) FS! victoria secret bra	2	Women/Underwear/Bras	Victoria's Secret	25.0	1	Victoria secret very sexy push up front close snap, adjustable strappy back 36 d bra. Bra is in like new condition. No stains or tears. Pet free smoke free home. Price is firm. **like something else in my closet, ask to bundle to save a few $$**
717	Merc Scentsy Koala	1	Home/Home Décor/Home Fragrance	Scentsy	25.0	1	No description yet
718	2 Cute Ring Size 8	2	Women/Jewelry/Rings	Stamped	34.0	0	New with tag. S925 sterling silver stamped. Similar style to Pandora.
719	Set of 4 skull underwear	2	Women/Underwear/Panties		10.0	0	Brand new, never worn just washed. Came in a package of 5, but I wore one and realized not my size!
720	Lularoe elegant Irma	1	Women/Tops & Blouses/Tunic	Independent	39.0	0	BNWT Size medium Gorgeous silver from the limited elegant collection.
721	Country Decor	1	Home/Home Décor/Home Décor Accents		8.0	1	"Wooden country candles with wick. These are wooden. Burgundy is 7"" tall, navy is 5"" and beige is 3"" tall."
722	Flat Shoes	1	Women/Shoes/Flats		16.0	0	Brand New Call It Spring Size 8 women
723	Brow Wiz	1	Beauty/Makeup/Eyes	Anastasia Beverly Hills	16.0	0	Auburn
724	Lularoe Halloween OS BN china	1	Women/Athletic Apparel/Pants, Tights, Leggings		20.0	1	Bought way too many and would like to get rid of my least favorite ones. Brand new. Just took out of the package to take a picture. If you purchase before 4pm it will ship the same day!
725	New England Patriots Shirt	3	Sports & Outdoors/Fan Shop/NFL		9.0	0	Size medium
726	Baby Polo Button-up	3	Kids/Boys 0-24 Mos/Tops & T-Shirts	Ralph Lauren	8.0	1	Baby boy Polo shirt. Buttons on the sleeves so that it can be worn as a shorter sleeve shirt or long-sleeved. Horse is navy blue, and the plaid colors are blue, green, yellow and pink. Gently used.
727	3 - Pampers Size 3	1	Kids/Diapering/Disposable Diapers		24.0	0	3 - Pampers Size 3 New & sealed
728	Grateful dead bears beach towel	1	Women/Swimwear/Beach Accessories		22.0	1	Brand new
